Name	GWP_constr	GWP_op
NUCLEAR	37.529438	0.000000
CCGT	200.596493	0.000000
COAL_US	0.000000	0.000000
COAL_IGCC	0.000000	0.000000
PV	3262.100353	0.000000
PT_POWER_BLOCK	0.000000	0.000000
ST_POWER_BLOCK	0.000000	0.000000
STIRLING_DISH	0.000000	0.000000
WIND_ONSHORE	1044.996968	0.000000
WIND_OFFSHORE	0.000000	0.000000
HYDRO_DAM	688.176881	0.000000
HYDRO_RIVER	36.847825	0.000000
NEW_TIDAL_STREAM	0.000000	0.000000
TIDAL_STREAM	0.000000	0.000000
TIDAL_RANGE	0.000000	0.000000
WAVE	0.000000	0.000000
GEOTHERMAL	0.000000	0.000000
IND_COGEN_GAS	167.830860	0.000000
IND_COGEN_WOOD	0.000000	0.000000
IND_COGEN_WASTE	24.782242	0.000000
IND_BOILER_GAS	2.806117	0.000000
IND_BOILER_WOOD	1.976509	0.000000
IND_BOILER_OIL	0.000000	0.000000
IND_BOILER_COAL	2.968666	0.000000
IND_BOILER_WASTE	3.953018	0.000000
IND_DIRECT_ELEC	0.000000	0.000000
DHN_HP_ELEC	11.280858	0.000000
DHN_COGEN_GAS	0.000000	0.000000
DHN_COGEN_WOOD	0.000000	0.000000
DHN_COGEN_WET_BIOMASS	0.000000	0.000000
DHN_COGEN_WASTE	0.000000	0.000000
DHN_BOILER_GAS	0.000000	0.000000
DHN_BOILER_WOOD	0.000000	0.000000
DHN_BOILER_OIL	0.000000	0.000000
DHN_DEEP_GEO	27.064872	0.000000
DHN_SOLAR	0.000000	0.000000
DEC_HP_ELEC	333.972537	0.000000
DEC_THHP_GAS	0.000000	0.000000
DEC_COGEN_GAS	0.000000	0.000000
DEC_COGEN_OIL	0.000000	0.000000
DEC_ADVCOGEN_GAS	0.000000	0.000000
DEC_ADVCOGEN_H2	0.000000	0.000000
DEC_BOILER_GAS	26.651001	0.000000
DEC_BOILER_WOOD	22.538833	0.000000
DEC_BOILER_OIL	21.483985	0.000000
DEC_SOLAR	135.958100	0.000000
DEC_DIRECT_ELEC	0.000000	0.000000
BIG_SPLIT	0.000000	0.000000
CHILLER_WC	0.000000	0.000000
TRAMWAY_TROLLEY	0.000000	0.000000
BUS_COACH_DIESEL	0.000000	0.000000
BUS_COACH_HYDIESEL	0.000000	0.000000
BUS_COACH_CNG_STOICH	0.000000	0.000000
BUS_COACH_FC_HYBRIDH2	0.000000	0.000000
TRAIN_PUB	0.000000	0.000000
BOAT_PASS_DIESEL	0.000000	0.000000
BOAT_PASS_NG	0.000000	0.000000
PLANES	0.000000	0.000000
CAR_GASOLINE	9924.112117	0.000000
CAR_DIESEL	6296.323409	0.000000
MOTORCYCLE	15566.052914	0.000000
CAR_NG	672.773603	0.000000
CAR_HEV	0.000000	0.000000
CAR_PHEV	0.000000	0.000000
CAR_BEV	2429.778943	0.000000
CAR_FUEL_CELL	78.600000	0.000000
TRAIN_FREIGHT	0.000000	0.000000
BOAT_FREIGHT_DIESEL	0.000000	0.000000
BOAT_FREIGHT_NG	0.000000	0.000000
TRUCK_DIESEL	0.000000	0.000000
TRUCK_FUEL_CELL	0.000000	0.000000
TRUCK_NG	0.000000	0.000000
NON_ENERGY_OIL	0.000000	0.000000
NON_ENERGY_NG	0.000000	0.000000
DAM_STORAGE	0.000000	0.000000
PHS	460.149200	0.000000
BATT_LI	0.000000	0.000000
CAES	0.000000	0.000000
BEV_BATT	0.000000	0.000000
PHEV_BATT	0.000000	0.000000
TS_DEC_HP_ELEC	0.000000	0.000000
TS_DEC_DIRECT_ELEC	0.000000	0.000000
TS_DHN_DAILY	0.000000	0.000000
TS_DHN_SEASONAL	0.000000	0.000000
TS_DEC_THHP_GAS	0.000000	0.000000
TS_DEC_COGEN_GAS	0.000000	0.000000
TS_DEC_COGEN_OIL	0.000000	0.000000
TS_DEC_ADVCOGEN_GAS	0.000000	0.000000
TS_DEC_ADVCOGEN_H2	0.000000	0.000000
TS_DEC_BOILER_GAS	0.000000	0.000000
TS_DEC_BOILER_WOOD	0.000000	0.000000
TS_DEC_BOILER_OIL	0.000000	0.000000
SEASONAL_NG	0.000000	0.000000
SEASONAL_H2	0.000000	0.000000
CO2_STORAGE	0.000000	0.000000
SLF_STO	0.000000	0.000000
PT_STORAGE	0.000000	0.000000
ST_STORAGE	0.000000	0.000000
TS_MOLTEN_SALT	0.000000	0.000000
TS_COLD	0.000000	0.000000
EFFICIENCY	0.000000	0.000000
DHN	0.000000	0.000000
GRID	0.000000	0.000000
PT_COLLECTOR	0.000000	0.000000
ST_COLLECTOR	0.000000	0.000000
H2_ELECTROLYSIS	0.000000	0.000000
H2_NG	0.000000	0.000000
H2_BIOMASS	0.000000	0.000000
GASIFICATION_SNG	0.000000	0.000000
PYROLYSIS	0.000000	0.000000
ATM_CCS	0.000000	0.000000
INDUSTRY_CCS	0.000000	0.000000
SYN_METHANOLATION	0.000000	0.000000
SYN_METHANATION	0.000000	0.000000
BIOMETHANATION	0.000000	0.000000
SLF_TO_DIESEL	0.000000	0.000000
SLF_TO_GASOLINE	0.000000	0.000000
SLF_TO_LFO	0.000000	0.000000
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	14033.639631
DIESEL	0.000000	37070.560976
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	11135.674482
NG	0.000000	36264.628591
SLF	0.000000	0.000000
SNG	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	3424.134119
URANIUM	0.000000	0.000000
WASTE	0.000000	9933.183000
H2	0.000000	0.000000
ELEC_EXPORT	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000
RES_WIND	0.000000	0.000000
RES_SOLAR	0.000000	0.000000
RES_HYDRO	0.000000	0.000000
RES_GEO	0.000000	0.000000
CO2_ATM	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
PT_HEAT	0.000000	0.000000
ST_HEAT	0.000000	0.000000
KEROSENE	0.000000	6971.520178
